Frequency_Hz,Magnitude
0.0,0.6517332214948457
0.000997864569820584,0.33641578705039776
0.001995729139641168,0.0101281629984609
0.0029935937094617516,0.013641062587900758
0.003991458279282336,0.016592081443733794
0.00498932284910292,0.008978832382842545
0.005987187418923503,0.014554565663334964
0.006985051988744087,0.027663319327178124
0.007982916558564672,0.030196546345315267
0.008980781128385256,0.029267672770658868
0.00997864569820584,0.02019381702128277
0.010976510268026424,0.022254929474760664
0.011974374837847006,0.01320231254255547
0.01297223940766759,0.00390680945703648
0.013970103977488175,0.01060223722109146
0.014967968547308759,0.0227919441996859
0.015965833117129343,0.024064735048709283
0.016963697686949927,0.018955634623551734
0.01796156225677051,0.04448593845897762
0.018959426826591096,0.03319162290370896
0.01995729139641168,0.025018546128086586
0.020955155966232264,0.041541883660763966
0.021953020536052848,0.04056661401773313
0.022950885105873432,0.01609734821148163
0.023948749675694013,0.005065865119335521
0.024946614245514597,0.018939416852254056
0.02594447881533518,0.027008417824424875
0.026942343385155765,0.01885864543341339
0.02794020795497635,0.01007378726729719
0.028938072524796934,0.017512092568854307
0.029935937094617518,0.015387537197386777
0.030933801664438102,0.009294425248351137
0.031931666234258686,0.009407383644235812
0.03292953080407927,0.01213492145895501
0.033927395373899855,0.012738242918921972
0.034925259943720435,0.006229187653556978
0.03592312451354102,0.014662226228952514
0.036920989083361604,0.015179675392323639
0.03791885365318219,0.004079790116078963
0.03891671822300277,0.008126021409525598
0.03991458279282336,0.006680542709663769
0.04091244736264394,0.0034620154373365773
0.04191031193246453,0.0038957683723863648
0.04290817650228511,0.005082213164228462
0.043906041072105696,0.007644187789849291
0.04490390564192628,0.006953557045305249
0.045901770211746865,0.006743302091834493
0.046899634781567445,0.0032372837428818048
0.047897499351388026,0.0047024057058837965
0.048895363921208614,0.0076962086328180275
0.049893228491029194,0.006552720311237651
0.05089109306084978,0.0020028745146973316
0.05188895763067036,0.0038822798023543975
0.05288682220049095,0.006311305371273593
0.05388468677031153,0.008730560025405005
0.05488255134013212,0.007231271338132997
0.0558804159099527,0.004078886116638444
0.05687828047977329,0.005698778746604244
0.05787614504959387,0.00433954996902291
0.058874009619414455,0.0037948099087181976
0.059871874189235036,0.005821160871749777
0.060869738759055624,0.006134089610960486
0.061867603328876204,0.005445143038878382
0.06286546789869679,0.0011481979775237539
0.06386333246851737,0.007708893797864648
0.06486119703833795,0.005624989034396175
0.06585906160815853,0.003865652305740763
0.06685692617797913,0.006500510026542433
0.06785479074779971,0.003755523547157035
0.06885265531762029,0.006503327034885124
0.06985051988744087,0.006141261209518242
0.07084838445726147,0.006186907891023593
0.07184624902708205,0.009922235889380791
0.07284411359690263,0.00905829084630539
0.07384197816672321,0.006208232775103762
0.0748398427365438,0.009417125982922625
0.07583770730636438,0.01238744118317163
0.07683557187618496,0.00756883297766819
0.07783343644600554,0.009172813247881788
0.07883130101582614,0.010226239107176347
0.07982916558564672,0.009273578139571961
0.0808270301554673,0.005712054598848575
0.08182489472528788,0.007899246926728392
0.08282275929510846,0.009170242621061557
0.08382062386492906,0.006872304690212265
0.08481848843474964,0.003631464762023545
0.08581635300457022,0.003382306270672469
0.0868142175743908,0.002740135016104242
0.08781208214421139,0.004950886850701856
0.08880994671403197,0.008854989486924368
0.08980781128385255,0.009149295676565075
0.09080567585367313,0.002762995717251145
0.09180354042349373,0.005643450137693938
0.09280140499331431,0.00881745889297265
0.09379926956313489,0.008432910865273143
0.09479713413295547,0.0053440351203151455
0.09579499870277605,0.005364102209559707
0.09679286327259665,0.00724120858120704
0.09779072784241723,0.0068564457122728874
0.09878859241223781,0.004276252675216107
0.09978645698205839,0.004622930576026984
0.10078432155187898,0.0125839428887092
0.10178218612169956,0.009138823756428528
0.10278005069152014,0.002601398836633712
0.10377791526134073,0.007645560801638733
0.10477577983116132,0.0034957673301289323
0.1057736444009819,0.005688803484559561
0.10677150897080248,0.003969677935148522
0.10776937354062306,0.0008121554930743612
0.10876723811044366,0.00039902611145289436
0.10976510268026424,0.004404508143534877
0.11076296725008482,0.0057082430990371144
0.1117608318199054,0.005093233068629129
0.11275869638972598,0.0034566414628859296
0.11375656095954657,0.004601446162720607
0.11475442552936715,0.006217005522003958
0.11575229009918774,0.005457177551257349
0.11675015466900832,0.004561873221939381
0.11774801923882891,0.004764568287809136
0.11874588380864949,0.00854593927612787
0.11974374837847007,0.0048933298461198435
0.12074161294829065,0.004234560838157
0.12173947751811125,0.006372749584248618
0.12273734208793183,0.0023952478637586897
0.12373520665775241,0.0031999200000965163
0.12473307122757299,0.0034678319929361007
0.12573093579739358,0.009087301384580287
0.12672880036721415,0.012254442254391278
0.12772666493703475,0.008112899077652655
0.12872452950685534,0.005511540304298514
0.1297223940766759,0.008931104202064008
0.1307202586464965,0.00857271924980602
0.13171812321631707,0.0021162049097499555
0.13271598778613766,0.007797850082991615
0.13371385235595826,0.012740531342497318
0.13471171692577882,0.011159998725587797
0.13570958149559942,0.006697923461154934
0.13670744606542,0.0026797185872707427
0.13770531063524058,0.007860706263161172
0.13870317520506117,0.008091622697318552
0.13970103977488174,0.0018079715373756293
0.14069890434470234,0.008336932137318133
0.14169676891452293,0.005956111351797696
0.1426946334843435,0.003192092989009497
0.1436924980541641,0.004542107120903485
0.14469036262398466,0.007896613213308989
0.14568822719380525,0.00525411276727182
0.14668609176362585,0.003023579055022195
0.14768395633344641,0.0017232535893863061
0.148681820903267,0.005597671294625637
0.1496796854730876,0.005124417519963536
0.15067755004290817,0.0026462034274633054
0.15167541461272877,0.005529275928285441
0.15267327918254933,0.006827817172674403
0.15367114375236993,0.005031646299066269
0.15466900832219052,0.007817212192645926
0.1556668728920111,0.00918807157098315
0.15666473746183168,0.006590579968551937
0.15766260203165228,0.0011237360036705467
0.15866046660147284,0.008106980651166681
0.15965833117129344,0.007995340330956027
0.160656195741114,0.0022638472386382652
0.1616540603109346,0.004241416802437301
0.1626519248807552,0.0019992802892677135
0.16364978945057576,0.00752121540191038
0.16464765402039636,0.008339699322020416
0.16564551859021692,0.00625334005670339
0.16664338316003752,0.004378762270157157
0.1676412477298581,0.0064609364218163445
0.16863911229967868,0.005221919524042338
0.16963697686949927,0.005078287159957708
0.17063484143931987,0.005868959634965689
0.17163270600914043,0.005345380576382744
0.17263057057896103,0.0036869146871251167
0.1736284351487816,0.0058021804463860484
0.1746262997186022,0.004660305135935664
0.17562416428842278,0.007073182451348296
0.17662202885824335,0.008996449839281466
0.17761989342806395,0.0036520544665755643
0.1786177579978845,0.0045308301077450685
0.1796156225677051,0.007281648462977497
0.1806134871375257,0.008251991922389547
0.18161135170734627,0.004754746173097323
0.18260921627716686,0.0035851418197544197
0.18360708084698746,0.007602957341315539
0.18460494541680803,0.006650187206443999
0.18560280998662862,0.002259695374855935
0.1866006745564492,0.006564750647940182
0.18759853912626978,0.008945680756352391
0.18859640369609038,0.007326711721314196
0.18959426826591094,0.006171091437948716
0.19059213283573154,0.003354094718979267
0.1915899974055521,0.005950863224396708
0.1925878619753727,0.010890762322121208
0.1935857265451933,0.009776133093143667
0.19458359111501386,0.007841187040304828
0.19558145568483445,0.0078189832568603
0.19657932025465505,0.008052149145423683
0.19757718482447562,0.007643340115053849
0.1985750493942962,0.0036508095051026846
0.19957291396411678,0.0003217976001776684
0.20057077853393737,0.003781784591583978
0.20156864310375797,0.008395066585402487
0.20256650767357853,0.00919158092320721
0.20356437224339913,0.0070462794821853246
0.20456223681321972,0.00285735617756335
0.2055601013830403,0.003914062521418552
0.20655796595286088,0.001472016930857689
0.20755583052268145,0.005693728948100995
0.20855369509250204,0.009859655027282577
0.20955155966232264,0.007031049712485842
0.2105494242321432,0.002072805837782126
0.2115472888019638,0.008844823793719368
0.21254515337178437,0.012912603322458463
0.21354301794160496,0.009495058471065316
0.21454088251142556,0.006579834839376979
0.21553874708124612,0.005515704891186532
0.21653661165106672,0.005843454634074202
0.2175344762208873,0.00573130877041368
0.21853234079070788,0.004551575249291871
0.21953020536052847,0.005041845662713604
0.22052806993034904,0.0013728095926025237
0.22152593450016964,0.004581615593653684
0.22252379906999023,0.0068464080903251606
0.2235216636398108,0.0026324005182542217
0.2245195282096314,0.0014440305039981314
0.22551739277945196,0.005756224137683495
0.22651525734927255,0.00844332812721158
0.22751312191909315,0.009506223968861577
0.22851098648891371,0.0042171963849165816
0.2295088510587343,0.00801787630379437
0.2305067156285549,0.013630054729625512
0.23150458019837547,0.019116350054846798
0.23250244476819606,0.0170659111677723
0.23350030933801663,0.010515667104842245
0.23449817390783723,0.004339937231763923
0.23549603847765782,0.006806950352154844
0.2364939030474784,0.009231600320056932
0.23749176761729898,0.00864674592510512
0.23848963218711958,0.005159037973318344
0.23948749675694014,0.004213698306119715
0.24048536132676074,0.0026596752673145236
0.2414832258965813,0.004460733942501544
0.2424810904664019,0.008617189241595406
0.2434789550362225,0.0038901855089399423
0.24447681960604306,0.006958435897920951
0.24547468417586366,0.008960169410941061
0.24647254874568422,0.0014704731737193786
0.24747041331550482,0.007865559374160546
0.2484682778853254,0.0033755197225313624
0.24946614245514598,0.008221279413435938
0.2504640070249666,0.008081445370200016
0.25146187159478717,0.014654182654741076
0.25245973616460776,0.026449277188897072
0.2534576007344283,0.02937835228284371
0.2544554653042489,0.021517242279234034
0.2554533298740695,0.010888776091821399
0.2564511944438901,0.0010856522247121984
0.2574490590137107,0.004870683514831281
0.2584469235835312,0.005772475117808844
0.2594447881533518,0.00638755967831688
0.2604426527231724,0.00697702680648977
0.261440517292993,0.0031228833567865113
0.2624383818628136,0.004267023527969948
0.26343624643263414,0.0055533167966528305
0.26443411100245473,0.0043632434118537275
0.2654319755722753,0.008735724522443849
0.2664298401420959,0.008723856177148485
0.2674277047119165,0.006046707100050042
0.2684255692817371,0.009410789229506786
0.26942343385155765,0.007364748835467601
0.27042129842137824,0.005392543097473139
0.27141916299119884,0.004141870582367078
0.27241702756101943,0.010529032609838587
0.27341489213084,0.011047029918730642
